apl,LSDP|2016_LRS,LSDP|2019_EP,LSDP|2020_LRS,LSDP|2024_EP,LSDP|2024_LRS,LSDP|summary,TS-LKD|2016_LRS,TS-LKD|2019_EP,TS-LKD|2020_LRS,TS-LKD|2024_EP,TS-LKD|2024_LRS,TS-LKD|summary,LVŽS|2016_LRS,LVŽS|2019_EP,LVŽS|2020_LRS,LVŽS|2024_EP,LVŽS|2024_LRS,LVŽS|summary,LRP|2016_LRS,LRP|2019_EP,LRP|2020_LRS,LRP|2024_EP,LRP|2024_LRS,LRP|summary,LS|2016_LRS,LS|2019_EP,LS|2020_LRS,LS|2024_EP,LS|2024_LRS,LS|summary,DSVL|2016_LRS,DSVL|2019_EP,DSVL|2020_LRS,DSVL|2024_EP,DSVL|2024_LRS,DSVL|summary,LP|2016_LRS,LP|2019_EP,LP|2020_LRS,LP|2024_EP,LP|2024_LRS,LP|summary,LT|2016_LRS,LT|2019_EP,LT|2020_LRS,LT|2024_EP,LT|2024_LRS,LT|summary,LLRA-KŠS|2016_LRS,LLRA-KŠS|2019_EP,LLRA-KŠS|2020_LRS,LLRA-KŠS|2024_EP,LLRA-KŠS|2024_LRS,LLRA-KŠS|summary,DP|2016_LRS,DP|2019_EP,DP|2020_LRS,DP|2024_EP,DP|2024_LRS,DP|summary,TTS|2016_LRS,TTS|2019_EP,TTS|2020_LRS,TTS|2024_EP,TTS|2024_LRS,TTS|summary,NS|2016_LRS,NS|2019_EP,NS|2020_LRS,NS|2024_EP,NS|2024_LRS,NS|summary,LŽP|2016_LRS,LŽP|2019_EP,LŽP|2020_LRS,LŽP|2024_EP,LŽP|2024_LRS,LŽP|summary,LLP|2016_LRS,LLP|2019_EP,LLP|2020_LRS,LLP|2024_EP,LLP|2024_LRS,LLP|summary,TK|2016_LRS,TK|2019_EP,TK|2020_LRS,TK|2024_EP,TK|2024_LRS,TK|summary,NA|2016_LRS,NA|2019_EP,NA|2020_LRS,NA|2024_EP,NA|2024_LRS,NA|summary,TURNOUT|2016_LRS,TURNOUT|2019_EP,TURNOUT|2020_LRS,TURNOUT|2024_EP,TURNOUT|2024_LRS,TURNOUT|summary,VOTERS|2016_LRS,VOTERS|2019_EP,VOTERS|2020_LRS,VOTERS|2024_EP,VOTERS|2024_LRS,VOTERS|summary,lrecon|2016_LRS,lrecon|2019_EP,lrecon|2020_LRS,lrecon|2024_EP,lrecon|2024_LRS,lrecon|summary,galtan|2016_LRS,galtan|2019_EP,galtan|2020_LRS,galtan|2024_EP,galtan|2024_LRS,galtan|summary
41:28:pavėžupio,15.27,30.64,10.84,46.97,26.67,28.81,11.37,9.45,13.25,1.52,8.89,8.03,37.56,22.31,34.94,18.18,2.22,17.44,,2.13,3.61,7.58,3.33,4.37,4.26,0.27,4.82,1.52,3.33,2.76,,,,3.03,4.44,3.85,,,2.41,1.52,2.22,2.03,17.03,5.84,13.25,1.52,0.0,4.8,0.07,0.99,0.0,1.52,0.0,0.53,8.05,9.48,9.64,3.03,0.0,4.37,3.14,4.34,3.61,12.12,1.11,4.94,,1.05,0.0,0.0,0.0,0.16,2.1,4.07,2.41,0.0,0.0,1.15,0.04,,0.0,,1.11,0.66,,,,1.52,0.0,0.63,,,,,46.67,46.67,42.03,46.96,43.59,35.03,46.46,42.8,273.01,251.88,195.0,197.0,198.0,210.93,-0.11,-0.69,-0.52,-1.14,-0.67,-0.72,-0.17,-0.03,0.13,-0.09,0.6,0.2
31:13:lapių,11.23,17.43,10.3,23.18,23.75,19.24,18.81,12.34,21.03,12.58,12.64,14.59,26.47,15.18,27.47,9.27,8.43,14.53,,4.33,3.43,3.31,2.68,3.23,10.83,7.93,11.16,3.97,7.28,7.69,,,,7.28,6.9,7.03,,,3.43,6.62,3.45,4.3,22.39,3.58,0.86,0.66,0.0,2.85,0.36,0.01,0.0,0.66,0.0,0.17,2.19,12.64,9.44,0.66,0.77,4.13,3.36,4.4,2.15,23.18,5.75,8.28,,2.4,2.15,1.32,1.92,1.91,1.81,2.79,2.58,2.65,0.77,1.86,1.08,,2.58,,2.3,2.2,,,,1.99,0.77,1.19,,,,,23.37,23.37,48.55,49.99,45.99,28.9,51.06,45.26,622.8,599.98,548.0,526.0,519.0,546.86,0.11,-0.4,-0.53,-0.7,-0.51,-0.48,-0.15,0.11,0.11,0.02,0.48,0.21
34:11:lauksargių,28.47,22.8,17.68,27.4,26.14,24.42,7.0,6.23,10.22,4.79,5.78,6.67,31.27,25.59,24.31,26.03,10.03,20.04,,3.33,5.8,5.48,1.22,3.33,7.61,3.57,13.26,6.85,16.41,11.26,,,,2.05,3.34,2.97,,,3.59,2.74,0.61,1.84,11.53,5.47,3.59,0.68,0.91,3.24,0.0,0.0,0.28,0.0,0.0,0.05,3.04,13.04,11.6,4.11,1.22,5.8,3.5,6.89,4.14,8.9,1.22,4.16,,0.25,0.83,4.11,0.91,1.33,3.03,2.85,1.66,3.42,1.52,2.22,0.22,,0.28,,1.22,0.8,,,,0.0,1.22,0.87,,,,,29.48,29.48,42.28,43.11,38.77,16.97,39.02,36.53,1135.39,1027.57,993.0,884.0,874.0,950.81,-0.12,-0.6,-0.54,-0.87,-0.44,-0.52,-0.27,0.1,-0.11,0.32,0.39,0.17
34:2:jtumovaižganto,28.34,23.18,16.67,22.47,23.58,22.62,18.03,14.83,20.54,19.66,13.86,16.59,22.43,14.44,20.25,12.36,8.1,13.4,,2.97,4.17,9.83,2.01,4.1,10.92,8.06,16.15,8.99,13.33,11.96,,,,3.23,6.97,5.82,,,5.48,5.06,1.81,3.43,5.13,5.07,0.95,0.84,0.13,1.7,0.18,0.2,0.15,0.28,0.07,0.15,2.36,7.49,7.97,0.42,1.07,3.31,8.94,9.96,1.9,6.6,0.67,4.26,,2.33,0.8,1.97,2.08,1.86,1.54,2.18,1.32,2.53,1.0,1.57,1.04,,0.29,,2.01,1.42,,,,4.63,1.07,2.16,,,,,23.31,23.31,50.65,51.42,42.61,22.84,48.67,43.81,3388.74,3263.53,3356.0,3196.0,3168.0,3243.01,-0.03,-0.48,-0.48,-0.59,-0.4,-0.42,-0.27,0.02,-0.23,0.11,0.42,0.12
34:3:tauragės,29.03,19.29,14.8,22.55,25.64,22.36,26.45,23.5,28.08,21.09,15.58,21.17,16.46,12.41,17.27,4.36,5.13,9.41,,2.19,3.98,13.82,2.37,5.05,10.74,5.51,13.85,9.09,9.47,9.73,,,,3.64,5.72,5.03,,,4.93,2.55,2.56,3.15,4.48,4.52,1.14,1.09,0.0,1.52,0.33,0.17,0.76,0.36,0.39,0.42,0.88,8.34,6.07,1.45,1.38,3.29,6.84,8.86,2.47,10.91,1.18,4.95,,4.16,0.95,2.18,2.37,2.34,0.72,2.19,1.52,2.91,0.99,1.61,1.86,,0.19,,1.58,1.22,,,,3.64,1.38,2.13,,,,,25.64,25.64,50.2,53.41,51.47,27.5,51.99,47.32,1298.52,1221.36,1086.0,1018.0,1004.0,1082.21,0.04,-0.39,-0.54,-0.56,-0.45,-0.43,-0.24,0.14,-0.17,-0.03,0.43,0.12
34:18:norkaičių,23.29,27.18,14.18,23.08,25.36,23.14,19.38,14.9,23.64,13.29,12.97,15.83,24.81,11.53,13.45,11.89,6.63,11.24,,2.55,2.55,8.39,1.15,2.94,13.06,8.82,21.09,14.69,17.58,15.86,,,,4.9,6.05,5.73,,,7.27,4.9,2.31,4.04,4.04,5.95,1.45,0.7,0.0,1.73,0.24,0.23,0.0,0.0,0.58,0.3,1.65,5.08,5.82,0.0,0.58,2.24,6.94,6.87,3.27,6.99,0.58,3.72,,3.49,1.82,6.99,2.31,3.25,2.36,2.81,1.09,1.4,1.15,1.57,2.09,,0.0,,1.15,0.99,,,,1.4,0.58,0.81,,,,,21.61,21.61,52.16,55.02,46.37,22.26,53.72,47.52,1167.22,1068.42,647.0,656.0,659.0,773.21,0.02,-0.53,-0.33,-0.62,-0.31,-0.37,-0.25,-0.06,-0.34,0.19,0.3,0.06
34:21:lomių,22.97,21.84,12.42,28.74,33.85,25.93,17.27,16.51,18.01,14.94,12.31,15.05,36.12,15.4,34.78,28.74,10.0,21.86,,3.9,7.45,5.75,1.54,4.13,1.28,6.68,4.35,5.75,10.0,6.71,,,,2.3,6.15,4.7,,,4.97,2.3,0.77,2.23,8.73,4.16,0.62,0.0,0.77,1.87,0.57,0.03,0.0,0.0,0.0,0.06,3.52,10.1,7.45,2.3,1.54,4.32,5.51,8.35,2.48,6.9,0.0,3.77,,2.74,0.0,1.15,1.54,1.35,1.16,1.23,3.11,0.0,2.31,1.68,1.15,,1.24,,1.54,1.39,,,,0.0,1.54,0.96,,,,,17.69,17.69,46.76,48.76,44.35,27.58,42.81,41.16,398.22,384.1,372.0,330.0,320.0,349.18,-0.15,-0.4,-0.69,-0.83,-0.58,-0.59,-0.05,0.04,0.2,0.36,0.34,0.23
34:23:juodpetrių,34.24,25.01,18.85,17.21,20.77,21.76,11.56,11.12,9.84,9.84,6.39,8.77,22.38,12.16,17.62,17.21,6.07,12.39,,3.41,2.87,18.03,2.56,5.4,9.51,5.96,18.44,8.2,12.78,11.79,,,,4.1,5.43,5.07,,,8.61,6.56,3.51,5.4,9.56,4.65,1.23,0.82,0.64,2.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.25,13.11,1.64,0.64,5.23,8.51,9.34,2.05,5.74,1.28,4.01,,1.71,1.64,1.64,1.92,1.78,0.51,4.24,0.82,4.1,0.96,1.87,1.37,,0.0,,2.56,1.71,,,,1.64,0.64,0.91,,,,,34.5,34.5,29.55,30.73,29.83,13.02,32.88,28.61,791.07,820.3,865.0,960.0,964.0,906.94,-0.11,-0.51,-0.39,-0.65,-0.42,-0.43,-0.31,0.0,-0.36,0.21,0.48,0.14
62:24:skaudvilės,25.36,28.95,16.16,34.65,30.48,27.71,19.99,15.92,19.65,14.85,12.12,15.45,25.84,15.53,24.41,17.82,10.87,16.98,,3.0,3.49,7.26,0.71,3.05,8.33,3.91,5.23,2.64,6.95,5.47,,,,2.64,8.56,6.58,,,5.86,5.61,0.89,3.36,6.53,5.01,3.49,0.66,0.89,2.54,0.16,0.77,0.16,0.33,0.0,0.23,2.65,7.59,12.2,0.99,1.07,4.41,7.64,6.04,2.85,6.93,1.6,4.1,,2.8,1.27,0.99,1.25,1.47,1.45,2.42,1.27,0.99,0.71,1.21,0.59,,0.32,,2.67,1.67,,,,2.64,1.07,1.6,,,,,21.21,21.21,49.0,50.36,50.37,25.12,46.97,44.31,1417.51,1327.05,1340.0,1226.0,1220.0,1280.21,-0.03,-0.62,-0.67,-0.81,-0.64,-0.62,-0.2,0.03,-0.01,0.06,0.49,0.17
12:201:popieriaus,10.83,12.3,7.08,8.44,11.14,10.02,30.63,28.55,38.89,35.15,30.26,32.55,12.16,6.19,9.93,3.06,2.99,5.46,,1.49,1.76,2.84,0.76,1.56,16.03,8.42,7.19,6.77,11.5,9.64,,,,5.82,8.16,7.3,,,12.56,14.26,9.54,11.56,8.1,6.53,1.97,2.11,1.43,3.03,12.09,8.14,8.12,6.26,6.6,7.49,2.44,5.62,4.94,0.73,2.14,2.89,2.39,3.13,0.99,1.09,0.36,1.23,,3.96,3.07,6.91,6.68,5.59,1.98,1.82,1.32,4.37,1.2,2.07,0.83,,0.11,,1.34,0.94,,,,1.89,2.14,2.05,,,,,5.93,5.93,49.46,59.3,50.88,33.85,55.25,50.05,3924.7,4117.89,3626.0,4080.0,4107.0,4005.24,0.23,-0.17,-0.41,-0.19,-0.0,-0.12,-0.23,0.18,-0.09,0.25,0.39,0.19
58:10:pastrėvio,16.42,19.37,7.75,31.29,30.58,23.8,19.56,12.59,15.89,12.24,10.07,12.67,30.93,16.76,16.67,6.12,5.76,11.43,,1.19,3.88,4.08,1.08,2.29,7.16,5.86,10.47,5.44,10.07,8.37,,,,8.16,14.03,12.08,,,12.4,5.44,3.24,5.95,6.02,3.93,2.71,2.04,0.36,2.1,0.97,1.83,0.78,0.68,0.72,0.91,5.47,9.3,17.05,2.04,1.8,6.02,8.48,7.39,2.71,5.44,1.44,3.9,,1.76,1.55,2.72,1.08,1.63,3.19,5.48,1.55,6.12,1.8,3.26,0.43,,0.0,,0.72,0.49,,,,6.12,1.8,3.23,,,,,17.27,17.27,41.7,50.75,47.97,27.62,52.31,45.62,671.17,634.83,567.0,543.0,541.0,570.42,-0.01,-0.5,-0.34,-0.73,-0.57,-0.5,-0.1,0.09,-0.15,-0.14,0.3,0.07
52:17:mielagėnų,16.42,18.53,28.61,23.83,40.0,28.48,12.22,13.48,13.25,9.81,11.11,11.66,43.03,32.27,32.23,35.98,22.59,30.98,,3.02,4.82,3.27,0.37,2.48,4.22,2.26,1.81,3.74,0.74,2.22,,,,2.34,7.41,5.29,,,2.41,4.21,2.59,3.06,8.54,3.56,3.01,0.0,1.11,2.28,0.3,1.35,0.0,0.47,0.0,0.35,9.98,12.41,7.83,2.8,0.0,4.97,2.74,2.88,1.81,4.21,1.48,2.53,,0.88,0.6,1.87,2.22,1.57,1.0,2.86,0.6,4.21,1.85,2.27,0.53,,0.6,,1.48,1.07,,,,1.4,0.0,0.59,,,,,7.04,7.04,56.26,58.35,52.64,37.01,48.32,48.74,264.75,248.17,644.0,581.0,567.0,505.23,-0.14,-0.4,-0.95,-0.83,-0.84,-0.72,-0.03,0.23,-0.01,0.45,0.47,0.29
62:32:eičių,27.56,16.57,9.47,27.45,28.17,22.48,7.0,8.84,14.74,15.69,5.63,10.18,28.16,15.79,29.47,17.65,7.04,17.24,,5.76,4.21,9.8,0.0,4.27,7.63,7.69,8.42,9.8,4.23,7.14,,,,3.92,9.86,7.53,,,4.21,0.0,0.0,1.1,6.78,3.88,2.11,1.96,0.0,2.17,0.0,0.95,2.11,0.0,0.0,0.56,6.72,17.26,14.74,1.96,4.23,8.14,11.04,7.76,8.42,1.96,4.23,5.85,,3.88,0.0,0.0,1.41,1.22,2.53,2.95,1.05,1.96,4.23,2.75,0.85,,1.05,,0.0,0.46,,,,3.92,4.23,4.11,,,,,30.99,30.99,39.81,38.81,36.1,21.16,30.89,32.05,315.53,282.39,277.0,241.0,246.0,264.13,-0.16,-0.34,-0.6,-0.77,-0.82,-0.62,-0.22,0.15,0.19,0.2,0.51,0.25
34:4:dariausirgirėno,24.42,21.13,16.65,20.32,21.07,20.48,21.37,19.59,21.04,20.32,13.83,17.86,21.92,13.43,18.18,16.1,9.41,13.96,,2.69,3.47,6.04,1.51,2.97,15.54,11.71,18.79,8.65,15.99,14.5,,,,7.44,7.24,7.3,,,7.15,5.43,1.51,3.76,4.89,4.42,1.23,1.21,0.09,1.62,0.09,0.1,0.1,0.2,0.0,0.08,1.49,6.42,5.72,0.4,0.85,2.55,5.89,8.18,2.35,4.63,0.85,3.39,,2.57,0.61,4.23,1.03,1.83,2.11,2.54,0.61,1.21,0.85,1.25,1.08,,0.2,,1.32,0.99,,,,3.22,0.85,1.57,,,,,24.46,24.46,49.58,49.97,45.63,23.78,50.89,44.95,2394.98,2320.88,2255.0,2124.0,2128.0,2205.27,0.08,-0.31,-0.4,-0.59,-0.34,-0.35,-0.31,0.03,-0.32,0.28,0.42,0.13
34:6:moksleivių,30.0,25.79,15.66,26.76,25.12,24.29,15.71,14.92,17.42,12.66,9.67,13.0,21.57,12.75,21.55,14.1,7.1,13.18,,2.51,3.11,5.06,1.79,2.77,12.69,7.37,19.19,9.4,13.49,12.76,,,,5.61,7.25,6.77,,,4.71,3.44,1.87,2.9,5.99,4.99,2.1,1.08,0.23,2.06,0.26,0.32,0.17,0.18,0.0,0.14,2.4,7.75,7.74,0.36,1.48,3.54,7.49,8.72,2.02,10.85,0.78,4.61,,2.54,1.01,2.35,1.79,1.87,1.42,2.38,1.18,2.89,0.78,1.52,0.66,,0.34,,1.95,1.33,,,,4.34,1.48,2.31,,,,,26.68,26.68,49.94,52.64,44.85,21.53,49.6,44.75,3064.11,2951.18,2814.0,2675.0,2647.0,2772.98,-0.02,-0.52,-0.41,-0.74,-0.45,-0.46,-0.32,-0.02,-0.24,0.08,0.41,0.1
34:34:dauglaukio,22.7,20.12,20.97,30.67,28.26,25.46,14.66,12.74,19.35,12.0,11.96,13.73,38.66,18.98,20.43,33.33,9.78,19.54,,1.92,5.38,4.0,1.09,2.63,4.49,5.23,10.75,2.67,10.33,7.86,,,,1.33,8.15,6.23,,,2.69,2.67,1.63,2.12,8.43,7.01,1.61,0.0,0.54,2.39,0.47,0.48,0.0,0.0,0.54,0.34,3.92,10.4,15.05,2.67,1.63,5.96,3.11,12.61,1.61,0.0,1.09,3.05,,0.97,1.08,0.0,1.09,0.88,1.94,2.86,1.08,1.33,1.63,1.7,1.48,,0.0,,2.72,1.8,,,,9.33,1.63,3.8,,,,,19.57,19.57,43.03,50.38,46.75,20.69,49.6,44.03,493.71,451.7,415.0,377.0,379.0,407.24,-0.14,-0.51,-0.67,-0.9,-0.53,-0.58,-0.1,0.15,-0.15,0.35,0.41,0.21
1:7:birutės,14.1,11.29,5.72,8.85,9.61,9.38,35.69,37.67,42.05,37.05,36.32,37.68,9.51,5.65,9.79,2.31,3.94,5.42,,2.73,2.43,2.56,1.23,2.03,17.9,10.1,13.31,8.46,14.95,12.8,,,,6.28,4.77,5.33,,,11.98,12.69,9.04,10.78,7.99,5.12,1.25,2.82,1.97,3.03,4.19,4.78,2.66,4.1,2.79,3.47,2.07,2.38,3.29,0.13,1.07,1.56,2.88,2.13,1.1,1.41,0.41,1.23,,5.28,2.35,4.87,4.6,4.32,1.6,1.9,1.57,5.0,1.64,2.39,1.43,,0.08,,0.99,0.79,,,,2.44,1.07,1.58,,,,,6.66,6.66,65.22,68.14,66.63,41.32,65.42,60.84,1961.8,1991.56,1951.0,1883.0,1868.0,1913.29,0.29,-0.04,-0.3,-0.18,0.18,-0.01,-0.31,0.15,-0.23,0.19,0.3,0.1
1:8:pamėnkalnio,11.17,7.63,7.08,6.55,7.79,7.63,36.66,38.38,42.62,37.7,37.14,38.38,7.24,4.79,6.69,2.94,3.57,4.45,,1.71,0.85,1.04,0.26,0.8,16.83,11.55,10.31,8.17,16.49,12.77,,,,3.99,5.06,4.64,,,16.85,19.75,12.14,15.51,7.4,5.68,2.77,1.99,1.62,2.97,4.2,3.29,3.0,2.28,1.88,2.56,4.43,3.37,3.62,0.28,1.3,2.02,5.68,1.58,0.77,2.09,0.32,1.43,,5.77,2.62,4.94,3.77,4.16,2.18,1.89,1.0,6.74,2.79,3.22,0.87,,0.23,,1.56,1.09,,,,1.04,1.3,1.2,,,,,4.29,4.29,61.82,70.18,66.73,47.08,69.03,63.08,1968.78,1855.59,1969.0,2245.0,2247.0,2118.14,0.31,0.08,-0.25,-0.07,0.29,0.08,-0.25,0.13,-0.35,0.09,0.2,0.03
41:3:bijotų,15.5,18.95,7.32,28.17,15.91,17.48,18.54,17.9,26.34,15.49,9.09,15.03,17.6,7.53,14.15,13.38,3.79,9.07,,1.27,1.46,9.15,0.38,2.65,2.89,1.68,0.98,2.11,2.65,2.18,,,,3.52,6.44,5.49,,,6.83,4.93,1.52,3.44,26.32,27.45,32.68,2.11,12.5,16.68,0.37,0.0,0.0,2.11,0.38,0.62,5.67,8.07,5.85,2.11,1.14,3.38,7.09,7.89,1.95,10.56,1.14,4.62,,0.43,0.49,0.7,0.0,0.3,3.18,3.76,0.0,3.52,1.14,1.99,0.36,,0.0,,1.52,1.01,,,,2.11,1.14,1.46,,,,,42.42,42.42,47.97,43.54,38.94,27.93,54.51,44.71,604.38,569.64,547.0,512.0,510.0,532.6,0.03,-0.59,-0.14,-0.72,-0.47,-0.44,-0.15,0.18,-0.23,0.04,0.76,0.31
34:17:dapkiškių,37.39,29.0,20.26,37.61,31.05,30.66,10.34,11.77,10.57,8.55,7.66,9.18,28.3,20.02,31.72,14.53,8.87,17.29,,3.43,3.52,5.98,0.4,2.61,6.2,4.8,11.01,4.27,10.48,8.21,,,,3.42,5.65,4.96,,,2.64,1.71,2.42,2.3,3.45,5.0,1.76,1.71,0.4,1.83,0.38,0.04,0.0,0.0,0.0,0.04,1.67,8.22,5.73,0.85,0.0,2.51,10.15,4.85,4.41,16.24,0.4,5.53,,2.25,3.52,1.71,0.0,1.38,1.11,2.51,1.32,1.71,2.02,1.83,0.32,,0.44,,1.61,1.13,,,,1.71,0.0,0.53,,,,,29.03,29.03,50.91,51.85,47.98,26.77,56.05,48.22,562.58,552.88,494.0,452.0,446.0,481.87,-0.21,-0.61,-0.7,-0.94,-0.57,-0.63,-0.26,0.03,0.03,-0.04,0.39,0.13
34:13:sartininkų,36.0,26.75,23.95,30.85,30.16,29.25,10.08,13.48,16.77,4.26,5.82,9.15,40.78,23.13,20.36,23.4,9.52,19.41,,4.73,2.99,4.26,1.06,2.77,1.31,1.75,13.17,7.45,10.05,7.75,,,,4.26,5.29,4.96,,,4.19,4.26,2.65,3.4,2.48,3.21,0.6,0.0,0.0,0.92,0.0,0.01,0.0,0.0,0.0,0.0,4.38,6.61,10.18,0.0,2.65,4.3,1.71,5.26,1.8,8.51,2.12,3.72,,2.16,1.8,1.06,0.0,0.97,1.28,4.72,0.6,3.19,2.65,2.63,0.4,,1.2,,0.53,0.68,,,,4.26,2.65,3.17,,,,,27.51,27.51,42.42,46.07,34.36,19.59,38.79,36.27,604.41,535.59,521.0,490.0,495.0,516.8,-0.29,-0.65,-0.66,-0.92,-0.59,-0.64,-0.14,0.02,-0.23,0.16,0.36,0.11
52:22:strigailiškio,14.26,21.3,13.49,19.28,22.57,19.29,18.7,15.71,23.81,20.48,20.35,20.09,41.94,20.44,25.0,20.48,13.27,20.71,,2.71,5.56,2.41,1.33,2.64,6.03,3.6,5.56,6.63,7.96,6.38,,,,3.01,13.27,9.19,,,5.95,3.61,2.65,3.7,4.14,3.83,0.79,3.61,0.0,1.95,0.56,1.33,1.19,0.6,1.33,1.07,6.12,11.11,10.71,0.6,0.0,4.28,4.16,4.3,1.59,6.02,0.44,2.87,,2.18,2.78,5.42,0.88,2.62,1.16,2.35,2.78,5.42,4.42,3.74,1.04,,0.0,,2.21,1.42,,,,0.0,0.0,0.0,,,,,9.29,9.29,55.34,60.08,51.38,36.7,52.35,50.07,1167.09,1126.75,506.0,455.0,447.0,632.28,-0.08,-0.45,-0.65,-0.57,-0.5,-0.49,-0.02,0.09,0.04,0.38,0.43,0.26
34:19:pagramančio,37.53,30.54,30.53,29.6,26.4,29.52,19.38,22.66,23.89,27.2,16.8,21.04,21.92,11.19,14.16,13.6,8.8,12.37,,2.76,4.42,3.2,0.8,2.3,4.74,4.4,7.52,8.8,6.4,6.53,,,,2.4,8.8,6.77,,,4.42,2.4,2.0,2.64,3.41,3.49,1.33,0.0,0.4,1.28,0.01,0.0,0.0,0.8,0.0,0.15,3.71,7.94,7.08,2.4,2.4,4.17,5.86,10.17,0.88,5.6,0.8,3.67,,1.98,1.33,0.8,0.8,1.1,1.58,2.01,0.44,0.8,1.2,1.17,0.32,,0.0,,2.4,1.46,,,,1.6,2.4,2.15,,,,,22.0,22.0,57.48,50.72,43.56,25.15,50.99,45.74,584.07,556.23,551.0,509.0,504.0,529.48,-0.13,-0.51,-0.82,-0.65,-0.55,-0.56,-0.24,-0.07,-0.3,0.12,0.48,0.12
2:12:skonarskio,15.01,10.76,9.0,8.65,9.98,10.07,32.84,31.44,39.81,32.76,34.15,34.18,8.65,5.33,9.0,3.37,3.69,5.14,,1.55,1.96,2.47,0.82,1.57,19.89,10.17,8.53,5.7,10.94,9.98,,,,4.53,6.38,5.65,,,15.67,18.06,9.78,13.59,6.62,5.42,1.45,1.51,0.86,2.31,5.99,6.03,4.14,4.26,3.6,4.42,2.65,5.38,2.59,0.48,2.01,2.31,2.38,3.09,0.67,1.51,0.72,1.41,,4.4,3.0,4.53,5.23,4.52,1.53,1.68,1.86,8.93,2.59,3.74,0.75,,0.16,,2.49,1.64,,,,2.27,2.01,2.11,,,,,6.76,6.76,63.69,71.63,57.85,46.04,66.61,60.87,3418.55,3346.11,3350.0,3191.0,3154.0,3246.3,0.29,-0.06,-0.34,-0.16,0.05,-0.06,-0.33,0.1,-0.26,0.06,0.36,0.09
60:27:šveicarijos,26.34,20.99,13.44,26.98,30.12,24.68,19.45,16.63,25.4,20.86,17.04,19.4,22.62,13.24,12.82,7.71,5.36,10.03,,3.22,5.55,5.67,1.18,3.28,9.61,7.28,6.41,5.22,5.68,6.36,,,,6.58,6.97,6.85,,,8.88,4.08,3.0,4.71,4.88,3.19,1.11,1.36,0.32,1.53,0.67,1.05,0.37,1.13,0.21,0.58,4.76,9.08,18.62,2.72,5.36,7.9,4.78,3.65,2.22,3.17,2.25,2.86,,3.24,0.74,2.72,2.68,2.39,1.91,2.18,1.48,5.22,1.07,2.11,1.33,,0.25,,2.57,1.75,,,,5.22,5.36,5.32,,,,,16.18,16.18,43.26,46.71,42.54,20.94,44.73,40.42,1870.73,1907.62,1970.0,2120.0,2133.0,2039.93,-0.01,-0.46,-0.57,-0.64,-0.54,-0.5,-0.23,0.01,-0.16,0.0,0.37,0.1
53:11:stanislavavo,8.52,10.82,6.67,31.75,16.28,16.62,19.7,12.73,20.95,17.46,9.3,14.71,17.31,18.4,8.57,7.94,8.14,10.6,,4.7,0.95,3.17,3.49,3.12,1.19,0.89,1.9,0.0,2.33,1.38,,,,7.94,2.33,4.6,,,0.95,0.0,2.33,1.29,21.44,14.23,42.86,19.05,39.53,29.76,4.65,1.62,4.76,1.59,2.33,2.67,14.58,13.55,6.67,1.59,0.0,4.98,4.25,7.0,2.86,6.35,2.33,4.27,,2.37,0.0,3.17,0.0,1.22,3.42,1.01,0.0,0.0,0.0,0.45,2.43,,0.95,,0.0,0.62,,,,0.0,0.0,0.0,,,,,11.63,11.63,50.81,60.86,53.33,36.78,51.15,49.73,245.25,218.95,210.0,174.0,174.0,193.71,-0.0,-0.26,-0.05,-0.55,-0.03,-0.19,-0.14,0.22,-0.18,0.26,0.72,0.3
34:20:mažonų,27.63,20.71,15.79,22.4,20.07,20.57,14.56,13.42,10.88,16.0,9.15,11.81,24.86,14.39,21.75,16.8,9.51,15.29,,3.76,2.81,8.0,1.76,3.47,11.03,10.17,18.25,5.6,12.68,11.96,,,,0.8,5.63,4.21,,,8.42,3.2,1.76,3.71,5.69,5.13,1.75,0.0,0.0,1.69,0.29,0.0,0.35,0.0,0.0,0.09,4.83,8.23,9.12,0.8,2.11,4.38,5.46,8.88,3.51,12.0,1.41,5.1,,3.06,1.75,2.4,0.35,1.47,3.11,4.08,1.4,1.6,1.06,1.88,1.13,,0.0,,2.82,1.81,,,,8.0,2.11,3.85,,,,,31.69,31.69,46.26,42.31,39.86,19.29,43.48,38.93,786.67,749.98,740.0,674.0,667.0,706.57,-0.04,-0.41,-0.35,-0.7,-0.44,-0.42,-0.27,0.04,-0.25,0.26,0.51,0.18
2:13:mindaugo,11.9,9.88,8.33,5.35,8.21,8.07,37.39,33.07,39.65,34.09,37.82,36.48,8.28,5.05,7.81,2.28,3.24,4.41,,1.2,1.33,0.69,0.28,0.72,16.71,9.45,7.37,6.64,11.04,9.57,,,,3.17,5.52,4.6,,,18.28,24.98,12.77,17.72,7.08,5.11,1.92,1.29,0.97,2.28,6.74,5.26,4.72,3.57,3.73,4.31,2.32,5.34,4.72,0.2,1.52,2.36,3.01,2.51,0.59,1.49,0.35,1.19,,5.36,2.58,4.86,4.76,4.5,1.75,1.99,0.81,8.62,2.35,3.51,0.8,,0.15,,2.62,1.73,,,,1.88,1.52,1.66,,,,,4.83,4.83,55.29,69.2,59.62,46.45,67.48,60.47,2275.05,2285.82,2271.0,2200.0,2162.0,2216.05,0.31,-0.08,-0.3,-0.04,0.17,0.02,-0.25,0.13,-0.3,0.02,0.31,0.07
